V350133562L3C001R06600531564/1,gene=POLN,154,95.455,100,100,1.04e-61, gene=POLN
V350133562L3C001R06600531564/1,gene=POLN,160,91.250,100,100,2.94e-52, gene=POLN
V350133562L3C003R02200137388/1,gene=POLN,154,96.104,100,100,6.22e-64, gene=POLN
V350133562L3C003R02200137388/1,gene=POLN,159,91.824,99,99,2.27e-53, gene=POLN
V350133562L3C006R00700870014/1,gene=POLN,154,96.104,100,100,6.22e-64, gene=POLN
V350133562L3C006R00700870014/1,gene=POLN,160,91.250,100,100,2.94e-52, gene=POLN
V350133562L3C001R01101141596/1,gene=POLN,154,96.104,100,100,6.22e-64, gene=POLN
V350133562L3C001R01101141596/1,gene=POLN,160,91.250,100,100,2.94e-52, gene=POLN
V350133562L3C002R05601205280/1,gene=POLN,153,96.078,100,100,2.24e-63, gene=POLN
V350133562L3C002R05601205280/1,gene=POLN,160,91.875,100,100,6.31e-54, gene=POLN
V350133562L3C006R00700870014/2,gene=POLN,150,98.667,100,100,1.72e-69, gene=POLN
V350133562L3C006R00700870014/2,gene=POLN,150,96.667,100,100,1.73e-64, gene=POLN
V350133562L3C003R00900730352/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C003R00900730352/1,gene=POLN,150,96.667,100,100,1.73e-64, gene=POLN
V350133562L3C002R07200047182/1,gene=POLN,149,99.329,99,99,1.33e-70, gene=POLN
V350133562L3C002R07200047182/1,gene=POLN,149,96.644,99,99,6.22e-64, gene=POLN
V350133562L3C005R05701084071/1,gene=POLN,150,98.667,100,100,1.72e-69, gene=POLN
V350133562L3C005R05701084071/1,gene=POLN,149,97.315,99,99,1.34e-65, gene=POLN
V350133562L3C002R05601205280/2,gene=POLN,150,98.667,100,100,1.72e-69, gene=POLN
V350133562L3C002R05601205280/2,gene=POLN,149,97.315,99,99,1.34e-65, gene=POLN
V350133562L3C001R01101141596/2,gene=POLN,150,98.667,100,100,1.72e-69, gene=POLN
V350133562L3C001R01101141596/2,gene=POLN,150,95.333,100,100,3.74e-61, gene=POLN
V350133562L3C002R07200047182/2,gene=POLN,132,96.970,88,88,3.77e-56, gene=POLN
V350133562L3C005R05701084071/2,gene=POLN,132,93.939,88,88,1.77e-49, gene=POLN
V350133562L3C003R05500662011/2,gene=POLN,156,95.513,100,100,2.89e-62, gene=POLN
V350133562L3C003R05500662011/2,gene=POLN,104,95.192,69,69,6.45e-39, gene=POLN
V350133562L3C005R03800614676/1,gene=POLN,150,99.333,100,100,1.33e-70, gene=POLN
V350133562L3C005R03800614676/1,gene=POLN,140,96.429,93,93,6.27e-59, gene=POLN
V350133562L3C004R03900208890/1,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C004R03900208890/1,gene=POLN,150,97.333,100,100,3.72e-66, gene=POLN
V350133562L3C005R03800614676/2,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C005R03800614676/2,gene=POLN,150,97.333,100,100,3.72e-66, gene=POLN
V350133562L3C002R07000609598/1,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C002R07000609598/1,gene=POLN,150,98.000,100,100,7.99e-68, gene=POLN
V350133562L3C003R05500662011/1,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C003R05500662011/1,gene=POLN,151,97.351,100,100,3.72e-66, gene=POLN
V350133562L3C004R07100603216/2,gene=POLN,150,98.000,100,100,7.99e-68, gene=POLN
V350133562L3C004R07100603216/2,gene=POLN,150,95.333,100,100,3.74e-61, gene=POLN
V350133562L3C003R04800834694/2,gene=POLN,147,91.837,98,98,3.80e-51, gene=POLN
V350133562L3C003R04800834694/2,gene=POLN,147,89.116,98,98,1.78e-44, gene=POLN
V350133562L3C004R07100603216/1,gene=POLN,152,98.684,100,100,4.78e-70, gene=POLN
V350133562L3C004R07100603216/1,gene=POLN,152,96.053,100,100,2.24e-63, gene=POLN
V350133562L3C004R03500587675/2,gene=POLN,152,98.026,100,100,2.22e-68, gene=POLN
V350133562L3C004R03500587675/2,gene=POLN,149,95.302,98,98,4.84e-60, gene=POLN
V350133562L3C003R04800834694/1,gene=POLN,152,97.368,100,100,1.03e-66, gene=POLN
V350133562L3C003R04800834694/1,gene=POLN,152,94.079,100,100,2.25e-58, gene=POLN
V350133562L3C002R07000609598/2,gene=POLN,152,97.368,100,100,1.03e-66, gene=POLN
V350133562L3C002R07000609598/2,gene=POLN,152,93.421,100,100,1.05e-56, gene=POLN
V350133562L3C004R03900208890/2,gene=POLN,152,97.368,100,100,1.03e-66, gene=POLN
V350133562L3C004R03900208890/2,gene=POLN,152,93.421,100,100,1.05e-56, gene=POLN
V350133562L3C004R03500587675/1,gene=POLN,150,98.667,100,100,1.72e-69, gene=POLN
V350133562L3C004R03500587675/1,gene=POLN,150,93.333,100,100,3.77e-56, gene=POLN
V350133562L3C001R04101303123/1,gene=POLN,148,100.000,99,99,1.03e-71, gene=POLN
V350133562L3C001R04101303123/1,gene=POLN,148,95.946,99,99,1.04e-61, gene=POLN
V350133562L3C001R04101303123/2,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C001R04101303123/2,gene=POLN,150,97.333,100,100,3.72e-66, gene=POLN
V350133562L3C001R04101303123/2,XM_028087656.1,73,100.000,49,49,5.05e-30,XM_028087656.1 gene=POLN CDS=20-2671
V350133562L3C001R04101303123/2,XM_032395471.1,73,100.000,49,49,5.05e-30,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C001R04101303123/2,XM_025887208.1,73,100.000,49,49,5.05e-30,XM_025887208.1 gene=POLN CDS=86-2704
V350133562L3C003R04200908414/2,gene=POLN,147,99.320,98,98,1.72e-69, gene=POLN
V350133562L3C003R04200908414/2,gene=POLN,147,98.639,98,98,7.99e-68, gene=POLN
V350133562L3C003R04200908414/2,XM_028087656.1,111,99.099,74,74,1.77e-49,XM_028087656.1 gene=POLN CDS=20-2671
V350133562L3C003R04200908414/2,XM_032395471.1,111,99.099,74,74,1.77e-49,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C003R04200908414/2,XM_025887208.1,111,99.099,74,74,1.77e-49,XM_025887208.1 gene=POLN CDS=86-2704
V350133562L3C003R01200824243/1,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C003R01200824243/1,XM_032395471.1,148,100.000,99,99,1.03e-71,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C003R01200824243/1,XM_036067284.1,148,100.000,99,99,1.03e-71,XM_036067284.1 gene=POLN CDS=79-2697
V350133562L3C003R01200824243/1,XR_004909283.1,148,100.000,99,99,1.03e-71,XR_004909283.1 gene=POLN
V350133562L3C003R01200824243/1,XM_021677683.1,148,100.000,99,99,1.03e-71,XM_021677683.1 gene=POLN CDS=1-2527
V350133562L3C003R01200824243/2,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C003R01200824243/2,gene=POLN,147,100.000,98,98,3.69e-71, gene=POLN
V350133562L3C003R01200824243/2,XM_032395471.1,129,100.000,86,86,3.74e-61,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C003R01200824243/2,XM_036067284.1,129,100.000,86,86,3.74e-61,XM_036067284.1 gene=POLN CDS=79-2697
V350133562L3C003R01200824243/2,XR_004909283.1,129,100.000,86,86,3.74e-61,XR_004909283.1 gene=POLN
V350133562L3C005R02300419549/1,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C005R02300419549/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C005R02300419549/1,XM_032395471.1,142,100.000,95,95,2.22e-68,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C005R02300419549/1,XM_036067284.1,142,100.000,95,95,2.22e-68,XM_036067284.1 gene=POLN CDS=79-2697
V350133562L3C005R02300419549/1,XR_004909283.1,142,100.000,95,95,2.22e-68,XR_004909283.1 gene=POLN
V350133562L3C005R02300419549/2,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C005R02300419549/2,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C005R02300419549/2,XM_032395471.1,116,100.000,77,77,6.31e-54,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C005R02300419549/2,XM_036067284.1,116,100.000,77,77,6.31e-54,XM_036067284.1 gene=POLN CDS=79-2697
V350133562L3C005R02300419549/2,XR_004909283.1,116,100.000,77,77,6.31e-54,XR_004909283.1 gene=POLN
V350133562L3C005R05100651370/1,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C005R05100651370/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C005R05100651370/1,XM_031031504.1,68,100.000,45,45,3.04e-27,XM_031031504.1 gene=POLN CDS=1-1797
V350133562L3C005R05100651370/1,XM_032395471.1,68,100.000,45,45,3.04e-27,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C005R05100651370/1,XM_036067284.1,68,100.000,45,45,3.04e-27,XM_036067284.1 gene=POLN CDS=79-2697
V350133562L3C003R00800983581/2,gene=POLN,150,100.000,100,100,7.94e-73, gene=POLN
V350133562L3C003R00800983581/2,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C003R00800983581/2,XM_031031504.1,46,100.000,31,31,5.16e-15,XM_031031504.1 gene=POLN CDS=1-1797
V350133562L3C003R00800983581/2,XM_032395471.1,46,100.000,31,31,5.16e-15,XM_032395471.1 gene=POLN CDS=327-3080
V350133562L3C003R00800983581/2,XM_036067284.1,46,100.000,31,31,5.16e-15,XM_036067284.1 gene=POLN CDS=79-2697
V350133562L3C005R06200854713/2,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C005R06200854713/2,gene=POLN,147,100.000,98,98,3.69e-71, gene=POLN
V350133562L3C003R04200908414/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C003R04200908414/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C003R00800983581/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
V350133562L3C003R00800983581/1,gene=POLN,150,99.333,100,100,3.69e-71, gene=POLN
